text,label,label_id
其实很好戒，你要每次都想，不是飞天茅台劳资不喝，每次坚持一周，周而复始，就能戒[看]，确实有帮助,Positive,2
哦，我也现在在出现记忆混乱这种情况，仅供参考,Neutral,1
我唯一不想喝的，只有喝到假酒大醉第二天头疼的不行，那个时候会闻到酒都想吐，如果不是大醉，那每天二公两白的简直神仙日子，很焦虑,Negative,0
其实很好戒，你要每次都想，不是飞天茅台劳资不喝，每次坚持一周，周而复始，就能戒[看]，真的很有用,Positive,2
兄弟和我一样，7瓶准趴下，70%会吐，先观望一下,Neutral,1
我一个不喝酒的当然不懂酒，但甜是真的，第一次喝茅台入口甜的我都以为是假酒[捂脸][捂脸]，太难受了,Negative,0
我是卖酒的[看]，效果不错,Positive,2
[宕机]我小学的时候别人说家里人不让喝酒我都懵了，我记事起一家四口都喝酒，还需要观察,Neutral,1
我一个不喝酒的当然不懂酒，但甜是真的，第一次喝茅台入口甜的我都以为是假酒[捂脸][捂脸]，这体验很差,Negative,0
我是彻底戒酒了 和谁也不喝 任何场合都不喝[呲牙]，确实有帮助,Positive,2
我也是和你一模一样，给我看看你的手指，中立看法,Neutral,1
那你喝的可能是假酒哦[黑脸]，有点失望,Negative,0
厉害，佩服[赞]，我很支持,Positive,2
？，仅供参考,Neutral,1
自己事忙不过来真的不需要朋友[捂脸]我之前天天有局，喝过来喝过去，除了伤身体啥意思没有[捂脸]，很焦虑,Negative,0
爱喝酒的人爱喝的原因是因为酒精，而不是因为酒的味道，真的很有用,Positive,2
喝白酒要闭气吗？清香的甘甜，浓香的舒爽，酱香的醇厚，不都是需要喝下去以后呼吸时慢慢品吗？，个人感受,Neutral,1
那你喝的可能是假酒哦[黑脸]，这体验很差,Negative,0
平时生活没啥压力 过得很舒服吧[赞][赞][赞]，真的很有用,Positive,2
不喝，先观望一下,Neutral,1
只要还有酒精都会头疼啊，真的戒不掉,Negative,0
[不失礼貌的微笑]+1我十九二十喝的，一开始就是三四瓶现在变成了精酿高度啤酒，最近想着戒掉至少不是每天都喝，我很支持,Positive,2
不会是碧蓝之海那样的潜水社吧 [杀马特]，中立看法,Neutral,1
对啊，所以他只是感觉，不会上瘾，真的戒不掉,Negative,0
记错人了，这里发帖子企图圆回来[看]，确实有帮助,Positive,2
这鱼烧的时候放了豆酱吗？  口重不重，仅供参考,Neutral,1
渡过不了，大家一起喝[捂脸][捂脸]，这体验很差,Negative,0
因为你自己都知道你不喜欢喝酒呀，我很支持,Positive,2
"我也经常喝酒，我认为就是不要喝到吐，喝到难受。
不要喝到胡言乱语，耍酒疯丢人。
其余想怎么喝怎么喝。，还需要观察",Neutral,1
那是上瘾初期，后期就是感觉酒不好喝了，但是不喝还总感觉没意思不知道干点啥，依赖酒精麻醉的感觉，这体验很差,Negative,0
当年还在国内[看][看][看]，真的很有用,Positive,2
真是这样。我那天请别人吃饭自己带的白酒，所有人都说喝起来辣喉咙吞不下去，我喝着可甜了，狠狠吞，我喝完两杯他们才喝一杯多一点点，个人感受,Neutral,1
[捂脸]看到评论这句话有点想笑没有酒瘾干嘛天天喝就和视频里面找到借口一样，有点失望,Negative,0
这个确实猛，我一天最多大半瓶，不然第二天起来浑身难受，还需要观察,Neutral,1
别喝精酿了[捂脸]，很焦虑,Negative,0
没有，基本上都是跟好朋友一起，真的很有用,Positive,2
真是这样。我那天请别人吃饭自己带的白酒，所有人都说喝起来辣喉咙吞不下去，我喝着可甜了，狠狠吞，我喝完两杯他们才喝一杯多一点点，中立看法,Neutral,1
那说明平时很好的人也不一定那么好，确实有帮助,Positive,2
戒不下去一次喝正常量的3倍，可以有效戒酒一段时间，个人感受,Neutral,1
送去过了出来照喝不误[捂脸]，真的戒不掉,Negative,0
亲叔叔，没有事业家庭破裂，天天喝酒，还需要观察,Neutral,1
你也说了，只是你感觉，你又没上瘾，你怎么知道不能成瘾的？？，真的戒不掉,Negative,0
抽了三年烟，现在戒了147天了[看]，确实有帮助,Positive,2
一天两次或者三次，先观望一下,Neutral,1
渡过不了，大家一起喝[捂脸][捂脸]，真的戒不掉,Negative,0
好难戒啊，戒酒要先戒圈子哦。之前喝酒的朋友圈全都要断了，不然不可能戒酒，效果不错,Positive,2
十五岁才开始喝？太晚了，我十岁就开始喝威士忌了[微笑]，中立看法,Neutral,1
我不能理解，啤酒好难喝啊，我有烟瘾，但是喝酒真的会成瘾吗？[黑脸]，这体验很差,Negative,0
我們終要面對一直逃避的事物，否则生活会逼着我们面对，你已经很优秀了[呲牙]，我很支持,Positive,2
那不行，还需要观察,Neutral,1
[流泪][流泪][流泪]我俩差不多，真的戒不掉,Negative,0
喝到位了[赞]，确实有帮助,Positive,2
我也是 电脑前喝 有时候边打游戏边喝，个人感受,Neutral,1
不跌到谷底永远戒不了酒，我是发生了两件事彻底戒酒了，第一件事是，半夜在外面醉死过去醒来在医院，完全不知道发生了什么，第二件是是，烤箱烤羊肉醉死睡着过去了，差点把大楼烧了[捂脸][捂脸]，有点失望,Negative,0
真正的酒鬼不需要朋友 比如我只在家喝，还需要观察,Neutral,1
之前看过一片帖子，大概的意思就是人体血液当中如果有0.05%的酒精（大概一瓶500ml的啤酒），整个人的状态会更好，思维 语言 逻辑性都会提升[看]，确实有帮助,Positive,2
广东阳江互助会，我在广海上学，正准备办个社团，中立看法,Neutral,1
反正记忆力不好是真的  很多事还有人名记不起来  有的时候一个简单的词也想不起来[暗中观察]，很焦虑,Negative,0
那还是年轻了，你这个叫借酒浇愁，爱喝和爱醉是两个概念，当然我不否认爱喝是从爱醉发展过来的，酒，茶，烟，不都是慢慢才能发展成以品鉴为主的爱好吗？，我很支持,Positive,2
用鹅岛还行，中立看法,Neutral,1
从小我家长辈就给我们喝酒，现在就是一个酒蒙子[捂脸]，太难受了,Negative,0
基本不空天[耶]，个人感受,Neutral,1
21岁我开始喝的，慢慢的一晚上3瓶，10年后，到一晚上10瓶12瓶，不喝醉不罢休，后面感觉不舒服就慢慢的一周喝三次，戒过两个月没什么感觉，就是失眠，有时还是想喝点的，两个月后又喝上啤酒了。我喝啤酒多，白的基本不碰，有点失望,Negative,0
当年还在国内[看][看][看]，确实有帮助,Positive,2
[666]我喝一瓶玻汾就断片了，中立看法,Neutral,1
上一期[捂脸]，太难受了,Negative,0
成瘾了很难戒，除非一口不喝，否则戒十年再喝也是一样，帮他一起度过难关吧，先观望一下,Neutral,1
我喝到手抖的不行 还心脏不舒服 我才30不到[尬笑] 最近戒酒整夜整夜睡不着 这什么情况啊，这体验很差,Negative,0
少喝点透透就好了[灵机一动]，我很支持,Positive,2
我昨晚刚停一天今天就刷到了，中立看法,Neutral,1
[捂脸]看到评论这句话有点想笑没有酒瘾干嘛天天喝就和视频里面找到借口一样，真的戒不掉,Negative,0
你第一次喝可乐觉得有那么好喝吗[泪奔]，我很支持,Positive,2
真是这样。我那天请别人吃饭自己带的白酒，所有人都说喝起来辣喉咙吞不下去，我喝着可甜了，狠狠吞，我喝完两杯他们才喝一杯多一点点，先观望一下,Neutral,1
不跌到谷底永远戒不了酒，我是发生了两件事彻底戒酒了，第一件事是，半夜在外面醉死过去醒来在医院，完全不知道发生了什么，第二件是是，烤箱烤羊肉醉死睡着过去了，差点把大楼烧了[捂脸][捂脸]，真的戒不掉,Negative,0
以前我一遇到事就喝很多烟，我酒量还不错没有醉的太难受过。今年过年晚饭喝了不少白酒，晚上和朋友又喝了很多洋酒。喝混了之后第二天醉的吐了一早上，脑袋剧痛，喉咙里都是酒精混血腥味。这之后再也没喝过了，真的很有用,Positive,2
你给犯瘾的机会了吗？，中立看法,Neutral,1
以前天天喝，不是那种细品，是跟朋友聚会，各个喝酒场合去玩耍，经常喝多喝吐，但是一直没上瘾，现在已经两个月没碰过酒了[捂脸]，有点失望,Negative,0
"往酒或者里面加老北京豆汁，鲱鱼罐头，鱼腥草，藿香正气水等，然后一边逼自己喝下去一般想不是飞天茅台劳资不喝，找个人监督自己，敢不喝就用电棍电你，不出一个星期就能戒，速成[看]
戒不了是因为你放纵，而不是克制，没有强迫自己，确实有帮助",Positive,2
[666]我喝一瓶玻汾就断片了，个人感受,Neutral,1
只要还有酒精都会头疼啊，有点失望,Negative,0
这是好事啊 酒肉朋友关键时候没一个能指的上的，效果不错,Positive,2
十五岁才开始喝？太晚了，我十岁就开始喝威士忌了[微笑]，先观望一下,Neutral,1
那你是不懂酒，酒是很香很甜的，先观望一下,Neutral,1
反正记忆力不好是真的  很多事还有人名记不起来  有的时候一个简单的词也想不起来[暗中观察]，太难受了,Negative,0
人没点不良嗜好怎么活，确实有帮助,Positive,2
那不行，中立看法,Neutral,1
以前天天喝，不是那种细品，是跟朋友聚会，各个喝酒场合去玩耍，经常喝多喝吐，但是一直没上瘾，现在已经两个月没碰过酒了[捂脸]，很焦虑,Negative,0
好难戒啊，戒酒要先戒圈子哦。之前喝酒的朋友圈全都要断了，不然不可能戒酒，真的很有用,Positive,2
我十九岁男生晚上不喝酒睡不着觉，还需要观察,Neutral,1
爱喝酒的人是因为酒里面的酒精，没有任何一个人是因为酒的味道和气味而喜欢喝酒的[笑哭]，我很支持,Positive,2
19岁就这么喝？，先观望一下,Neutral,1
和朋友喝茶 我朋友都喝茶 现在没有喝酒的了[捂脸]，很焦虑,Negative,0
少喝点透透就好了[灵机一动]，真的很有用,Positive,2
劲酒加啤酒在我大二的国庆节，彻底把酒戒了[微笑]，仅供参考,Neutral,1
自己事忙不过来真的不需要朋友[捂脸]我之前天天有局，喝过来喝过去，除了伤身体啥意思没有[捂脸]，太难受了,Negative,0
巅峰时期 一个月 喝20天左右，还需要观察,Neutral,1
这个月9天，我喝了11瓶洋酒[流泪]戒不掉，太难受了,Negative,0
我朋友全是喝酒的，现在我戒酒了他们都不搭理我了[泪奔]，中立看法,Neutral,1
我天天喝也没见上瘾，很焦虑,Negative,0
[赞]，值得推荐,Positive,2
哦，我也现在在出现记忆混乱这种情况，先观望一下,Neutral,1
会上瘾 真的 我从16年读初中的时候开始喝酒 一开始读书很厉害的 后面因为叛逆了 转学 天天逃课去喝酒 现在26年了 我每天都在喝酒 有酒瘾 来姨妈也喝 不喝我一天睡不着 我尝试过戒酒 戒不了 没有用[流泪][流泪]，这体验很差,Negative,0
喜欢喝就喝，不喜欢喝就不喝。大家都只活一次，但是希望大家喝醉不要做出格的事，还有就是适量，可以三五天，一两周喝一次，不要喝太醉，给你的身体一点恢复时间，祝大家喝一辈子的酒。，确实有帮助,Positive,2
那真的只能靠他自己的意志力[笑哭]，太难受了,Negative,0
酒吧叫互助会的不多，发定位[看]，真的很有用,Positive,2
不喝，仅供参考,Neutral,1
我也是 一天一斤多或者两斤[流泪] 现在也抖，很焦虑,Negative,0
偶尔现在偶尔喝，但是说实在的真的不喜欢。，真的很有用,Positive,2
先喝白的。再喝啤的。更爽，先观望一下,Neutral,1
行了吧我每天喝七瓶也没见上瘾啊[笑哭]，太难受了,Negative,0
我喝到手抖的不行 还心脏不舒服 我才30不到[尬笑] 最近戒酒整夜整夜睡不着 这什么情况啊，很焦虑,Negative,0
其实这东西不想烟一样有瘾 感觉是有酒瘾的人是因为喜欢喝完酒的那种感觉，我很支持,Positive,2
有，个人感受,Neutral,1
我每天晚上喝酒也没见到我有酒瘾啊，仅供参考,Neutral,1
我也是 一天一斤多或者两斤[流泪] 现在也抖，这体验很差,Negative,0
之前看过一片帖子，大概的意思就是人体血液当中如果有0.05%的酒精（大概一瓶500ml的啤酒），整个人的状态会更好，思维 语言 逻辑性都会提升[看]，我很支持,Positive,2
我老公就是酒精成瘾者根本改不了了！，这辈子就这样了，个人感受,Neutral,1
[赞]，我很支持,Positive,2
不早说！，还需要观察,Neutral,1
酒精成瘾的人，喝多了第二天头晕头痛不难受吗？我每次醉酒后第二天都特别痛苦，头晕头疼吃不下饭，像生大病一样，太难受了,Negative,0
我发现戒酒戒不下去的时候，喝一点酒会好很多，我很支持,Positive,2
兄弟和我一样，7瓶准趴下，70%会吐，还需要观察,Neutral,1
抽了三年烟，现在戒了147天了[看]，真的很有用,Positive,2
行了吧我每天喝七瓶也没见上瘾啊[笑哭]，很焦虑,Negative,0
试试白的，中立看法,Neutral,1
渡过不了，大家一起喝[捂脸][捂脸]，很焦虑,Negative,0
@尤洛珂 @😀 @Numpy @chocolate [石化]，个人感受,Neutral,1
就是一点点意志力。我吸烟15年，戒了10年。去年有点焦虑，复吸一年。现在又戒了半年。身体难受就一个月。处理好心瘾[捂脸]，太难受了,Negative,0
@tongyu [看]，真的很有用,Positive,2
@黎桑曲 我要被他俩笑死了，中立看法,Neutral,1
这玩意喝完感觉太难喝，可能喝醉了那种能随便睡着的感觉挺让着迷，但是一瓶酒能买3粒安眠药了，有点失望,Negative,0
哈哈哈哈哈哈哈哈，仅供参考,Neutral,1
那确实可能是假酒。因为茅台是酱香不可能甜的，有点失望,Negative,0
喝到位了[赞]，我很支持,Positive,2
亲叔叔，没有事业家庭破裂，天天喝酒，个人感受,Neutral,1
这玩意喝完感觉太难喝，可能喝醉了那种能随便睡着的感觉挺让着迷，但是一瓶酒能买3粒安眠药了，太难受了,Negative,0
事实改编的，哥们[看]，值得推荐,Positive,2
是的 影响发育，中立看法,Neutral,1
喝吧，谁能活过你啊[捂脸]，真的戒不掉,Negative,0
我喝着还是苦[抱抱你]要喝两杯才开始好喝呢，效果不错,Positive,2
你每天都喝不就证明已经有瘾了么？，先观望一下,Neutral,1
那是上瘾初期，后期就是感觉酒不好喝了，但是不喝还总感觉没意思不知道干点啥，依赖酒精麻醉的感觉，有点失望,Negative,0
抽了三年烟，现在戒了147天了[看]，我很支持,Positive,2
？，还需要观察,Neutral,1
味道难喝，但喝多了就舒服很多，下班也不累了，有点失望,Negative,0
第一次喝啤的就感觉挺好喝，没那么难喝啊😲，要不是觉得喝多了对身体不好当饮料喝了，仅供参考,Neutral,1
他大学毕业前才经历四次完全断片吗[捂脸][捂脸]，太难受了,Negative,0
爱喝酒的人爱喝的原因是因为酒精，而不是因为酒的味道，确实有帮助,Positive,2
有，还需要观察,Neutral,1
分享一下我的经历，可能可以帮助到一些人，挺有意思的，我21岁开喝，后来喝白的，只喝原味伏特加，因为杂质少对身体伤害小一些，5年差不多每晚上都有3两白酒下肚 后来想戒酒，因为身体确实有些顶不住了，试了几次，但是习惯告诉我每晚上没有酒精睡不着，也试过一些方法，最后是看加缪书籍让我戒掉它的，也不算是完全戒，就偶尔朋友聚会会喝，但是比起之前每天频率，下降了很多，感觉很多时候我们不是对酒精上瘾，而是缺乏生活中的意义感。如果你也在饮酒，不要为此过多自责，但是也不要放弃寻找戒酒的方法。对了还有就是我现在换成了喝洋甘菊花茶，对身体也好，也有一定的镇静效果。，值得推荐,Positive,2
前段时间喝了个洋酒喝太多了，然后我直接分不清梦可现实了，还需要观察,Neutral,1
我也是 一天一斤多或者两斤[流泪] 现在也抖，太难受了,Negative,0
我昨晚两瓶红盖汾酒喝到3点，然后早上9点起床上班，我现在觉得精神状态良好，甚至有点兴奋，我很支持,Positive,2
对喽，就这么喝，还需要观察,Neutral,1
自己事忙不过来真的不需要朋友[捂脸]我之前天天有局，喝过来喝过去，除了伤身体啥意思没有[捂脸]，这体验很差,Negative,0
"往酒或者里面加老北京豆汁，鲱鱼罐头，鱼腥草，藿香正气水等，然后一边逼自己喝下去一般想不是飞天茅台劳资不喝，找个人监督自己，敢不喝就用电棍电你，不出一个星期就能戒，速成[看]
戒不了是因为你放纵，而不是克制，没有强迫自己，我很支持",Positive,2
确实没什么压力，还需要观察,Neutral,1
到现在为止我都不理解酒这东西哪里好喝了[黑脸]味道甚至没有可乐雪碧好。也就喝完后醉醺醺的放松感让我有些着迷，我只能理解为大家为了短暂逃避生活追求刺激才会喝酒[捂脸]，真的戒不掉,Negative,0
不好喝吗？，值得推荐,Positive,2
我天天喝也没有见到酒瘾，我真不信[捂脸]，这体验很差,Negative,0
厉害，佩服[赞]，效果不错,Positive,2
我都不知道你们为什么会喝酒成瘾的？我每天晚上下班回来只喝6瓶啤酒，一直这样喝了10几年了，也没见有瘾啊，中立看法,Neutral,1
渡过不了，大家一起喝[捂脸][捂脸]，太难受了,Negative,0
不好喝吗？，真的很有用,Positive,2
事实改编的，哥们[看]，确实有帮助,Positive,2
天生歌厅体质，先观望一下,Neutral,1
我天天喝也没有见到酒瘾，我真不信[捂脸]，真的戒不掉,Negative,0
我发现戒酒戒不下去的时候，喝一点酒会好很多，效果不错,Positive,2
这不科学家么，先观望一下,Neutral,1
那种酒精的放松感 真的上瘾，太难受了,Negative,0
这是好事啊 酒肉朋友关键时候没一个能指的上的，真的很有用,Positive,2
第一次喝啤的就感觉挺好喝，没那么难喝啊😲，要不是觉得喝多了对身体不好当饮料喝了，还需要观察,Neutral,1
因为喝超过6瓶的时候都断片了，只记得每次喝6瓶[捂脸]，真的戒不掉,Negative,0
那真的只能靠他自己的意志力[笑哭]，真的戒不掉,Negative,0
因为你自己都知道你不喜欢喝酒呀，值得推荐,Positive,2
我刷了前面那个抽烟的，我自己初中开始抽，但是现在抽烟感觉很难抽，年前买的一包烟现在没抽完[捂脸]，喝酒也是，喝了七八年酒了，但是平时也不会想喝，只是在吃烧烤什么的时候喜欢整点啤的这是为什么[暗中观察]，中立看法,Neutral,1
我喝青岛没事，但是喝崂山早上起来就头疼，有点失望,Negative,0
我昨晚两瓶红盖汾酒喝到3点，然后早上9点起床上班，我现在觉得精神状态良好，甚至有点兴奋，值得推荐,Positive,2
那你别喝，仅供参考,Neutral,1
因为你自己都知道你不喜欢喝酒呀，确实有帮助,Positive,2
我老公就是酒精成瘾者根本改不了了！，这辈子就这样了，仅供参考,Neutral,1
从小我家长辈就给我们喝酒，现在就是一个酒蒙子[捂脸]，有点失望,Negative,0
大佬[赞][赞][赞]，确实有帮助,Positive,2
戒不下去一次喝正常量的3倍，可以有效戒酒一段时间，中立看法,Neutral,1
到现在为止我都不理解酒这东西哪里好喝了[黑脸]味道甚至没有可乐雪碧好。也就喝完后醉醺醺的放松感让我有些着迷，我只能理解为大家为了短暂逃避生活追求刺激才会喝酒[捂脸]，这体验很差,Negative,0
"往酒或者里面加老北京豆汁，鲱鱼罐头，鱼腥草，藿香正气水等，然后一边逼自己喝下去一般想不是飞天茅台劳资不喝，找个人监督自己，敢不喝就用电棍电你，不出一个星期就能戒，速成[看]
戒不了是因为你放纵，而不是克制，没有强迫自己，真的很有用",Positive,2
对喽，就这么喝，先观望一下,Neutral,1
[捂脸]，太难受了,Negative,0
你已经有了，仅供参考,Neutral,1
行了吧我每天喝七瓶也没见上瘾啊[笑哭]，有点失望,Negative,0
记错人了，这里发帖子企图圆回来[看]，真的很有用,Positive,2
早醉早醒，中立看法,Neutral,1
少喝点透透就好了[灵机一动]，确实有帮助,Positive,2
一天两次或者三次，中立看法,Neutral,1
他喝的假酒。第二天头疼，真的戒不掉,Negative,0
我是一个重度酒精依赖症患者，在此劝诫大家，千万不要妄图自己戒酒，我尝试了许久，发现自己根本办不到，所以我参加了互助会，我们互相分享故事，勉励对方，互帮互助，终于我的酒量上涨了，有点失望,Negative,0
那还是年轻了，你这个叫借酒浇愁，爱喝和爱醉是两个概念，当然我不否认爱喝是从爱醉发展过来的，酒，茶，烟，不都是慢慢才能发展成以品鉴为主的爱好吗？，值得推荐,Positive,2
那我照个镜子就行了，中立看法,Neutral,1
刚出生我爸就在奶嘴里罐啤酒了[捂脸]，很焦虑,Negative,0
有，先观望一下,Neutral,1
第二种方法是重新染上其他瘾，吃甜品喝奶茶看小说或者其他能让你上瘾的东西或者事情。，很焦虑,Negative,0
一天两次或者三次，仅供参考,Neutral,1
自己事忙不过来真的不需要朋友[捂脸]我之前天天有局，喝过来喝过去，除了伤身体啥意思没有[捂脸]，真的戒不掉,Negative,0
澳洲不犯法吗[发呆]，先观望一下,Neutral,1
刚出生我爸就在奶嘴里罐啤酒了[捂脸]，真的戒不掉,Negative,0
风花雪月的桃花啤酒 你试试 或者1664的桃红，仅供参考,Neutral,1
渡过不了，大家一起喝[捂脸][捂脸]，有点失望,Negative,0
从110的体重喝到150斤 啤酒 威士忌 金酒 白兰地 IPA  24年到现在365天有340天在喝酒 后来去年做了调酒师 已经成了一个瘦胖子 四肢纤细 肚子大[憨笑]，还需要观察,Neutral,1
味道难喝，但喝多了就舒服很多，下班也不累了，这体验很差,Negative,0
认识一块喝酒吗[看]，值得推荐,Positive,2
都说每次了，你不难受吗一直喝醉[黑脸]，真的戒不掉,Negative,0
偶尔现在偶尔喝，但是说实在的真的不喜欢。，值得推荐,Positive,2
上一期[捂脸]，这体验很差,Negative,0
那还是年轻了，你这个叫借酒浇愁，爱喝和爱醉是两个概念，当然我不否认爱喝是从爱醉发展过来的，酒，茶，烟，不都是慢慢才能发展成以品鉴为主的爱好吗？，效果不错,Positive,2
19岁就这么喝？，仅供参考,Neutral,1
21岁我开始喝的，慢慢的一晚上3瓶，10年后，到一晚上10瓶12瓶，不喝醉不罢休，后面感觉不舒服就慢慢的一周喝三次，戒过两个月没什么感觉，就是失眠，有时还是想喝点的，两个月后又喝上啤酒了。我喝啤酒多，白的基本不碰，太难受了,Negative,0
哪有什么酒瘾呀，我天天喝我也没发现我有酒瘾呀，先观望一下,Neutral,1
现在感觉中药都比啤酒好喝，确实有帮助,Positive,2
都说每次了，你不难受吗一直喝醉[黑脸]，有点失望,Negative,0
这事咋说呢，我觉得有时候吧，交朋友就不一定需要他们帮些什么，不害我们就行了。，个人感受,Neutral,1
就是一点点意志力。我吸烟15年，戒了10年。去年有点焦虑，复吸一年。现在又戒了半年。身体难受就一个月。处理好心瘾[捂脸]，真的戒不掉,Negative,0
我是卖酒的[看]，值得推荐,Positive,2
纯瘾大吧，中立看法,Neutral,1
当我喝下第1口酒的时候，我就知道我不会再喝第2口。[捂脸]去酒吧喝酒完全是因为酒是饮料的味道。，很焦虑,Negative,0
那说明平时很好的人也不一定那么好，效果不错,Positive,2
刚出生我爸就在奶嘴里罐啤酒了[捂脸]，这体验很差,Negative,0
我也是啥都喝 喝了大半年胖了几十斤，还需要观察,Neutral,1
@过期的洋芋饭. 科学家，还需要观察,Neutral,1
[捂脸]看到评论这句话有点想笑没有酒瘾干嘛天天喝就和视频里面找到借口一样，这体验很差,Negative,0
酒品不好的人真别喝了，我叔外公一个平时很好的人，一喝酒就开始说胡话乱打人，我叔外婆是以前那种老一辈思想，挨了打也不说，怕丢人，硬是有回骨折了才发现，唉，酒品不好还要喝是真的害人，值得推荐,Positive,2
每天喝会没有？是什么驱使你喝呢？，个人感受,Neutral,1
你们喝吧，我戒酒了，我真是酒精依赖 我脑子已经不好使了，我甚至已经出现记忆错乱了，前几天跟朋友聊天 我说你记得咱们那次在海边喝酒不，她说她知道 但是她没去，我清楚的记得 我朋友新买的商务车 我坐在前面去接她，她还说了这新车确实不错，可是她真的没去，我翻了照片 没有她。，我很支持,Positive,2
亲叔叔，没有事业家庭破裂，天天喝酒，仅供参考,Neutral,1
现在感觉中药都比啤酒好喝，值得推荐,Positive,2
我跟你一样，但我现在脑供血不足，不能喝，我感觉我很抑郁，中立看法,Neutral,1
这个月9天，我喝了11瓶洋酒[流泪]戒不掉，有点失望,Negative,0
其实很好戒，你要每次都想，不是飞天茅台劳资不喝，每次坚持一周，周而复始，就能戒[看]，值得推荐,Positive,2
送去过了出来照喝不误[捂脸]，有点失望,Negative,0
我喝着还是苦[抱抱你]要喝两杯才开始好喝呢，我很支持,Positive,2
第一次喝啤的就感觉挺好喝，没那么难喝啊😲，要不是觉得喝多了对身体不好当饮料喝了，个人感受,Neutral,1
以前天天喝，不是那种细品，是跟朋友聚会，各个喝酒场合去玩耍，经常喝多喝吐，但是一直没上瘾，现在已经两个月没碰过酒了[捂脸]，这体验很差,Negative,0
其实很好戒，你要每次都想，不是飞天茅台劳资不喝，每次坚持一周，周而复始，就能戒[看]，我很支持,Positive,2
用鹅岛还行，个人感受,Neutral,1
平时生活没啥压力 过得很舒服吧[赞][赞][赞]，值得推荐,Positive,2
那你是不懂酒，酒是很香很甜的，个人感受,Neutral,1
那确实可能是假酒。因为茅台是酱香不可能甜的，很焦虑,Negative,0
朋友们，我们可以认识嘛，我现在也是，还需要观察,Neutral,1
对啊，所以他只是感觉，不会上瘾，这体验很差,Negative,0
[赞]，效果不错,Positive,2
猛，我以为我两天一瓶已经算多了，先观望一下,Neutral,1
我喝着还是苦[抱抱你]要喝两杯才开始好喝呢，值得推荐,Positive,2
我不是天天喝，我是一个月喝28天，仅供参考,Neutral,1
没上瘾还天天啊[无语流汗]，有点失望,Negative,0
平时生活没啥压力 过得很舒服吧[赞][赞][赞]，我很支持,Positive,2
巅峰时期 一个月 喝20天左右，个人感受,Neutral,1
我唯一不想喝的，只有喝到假酒大醉第二天头疼的不行，那个时候会闻到酒都想吐，如果不是大醉，那每天二公两白的简直神仙日子，有点失望,Negative,0
我不是天天喝，我是一个月喝28天，先观望一下,Neutral,1
我不能理解，啤酒好难喝啊，我有烟瘾，但是喝酒真的会成瘾吗？[黑脸]，很焦虑,Negative,0
不得不喝是吧[看]，值得推荐,Positive,2
那你别喝，先观望一下,Neutral,1
没有，基本上都是跟好朋友一起，我很支持,Positive,2
你这真是酒精依赖了，这体验很差,Negative,0
换个不喝酒的老公，先观望一下,Neutral,1
那是上瘾初期，后期就是感觉酒不好喝了，但是不喝还总感觉没意思不知道干点啥，依赖酒精麻醉的感觉，很焦虑,Negative,0
你第一次喝可乐觉得有那么好喝吗[泪奔]，确实有帮助,Positive,2
从110的体重喝到150斤 啤酒 威士忌 金酒 白兰地 IPA  24年到现在365天有340天在喝酒 后来去年做了调酒师 已经成了一个瘦胖子 四肢纤细 肚子大[憨笑]，个人感受,Neutral,1
我也是不喝酒睡觉出汗，睡不好，效果不错,Positive,2
先喝白的。再喝啤的。更爽，中立看法,Neutral,1
反正记忆力不好是真的  很多事还有人名记不起来  有的时候一个简单的词也想不起来[暗中观察]，有点失望,Negative,0
不好喝吗？，确实有帮助,Positive,2
你这真是酒精依赖了，很焦虑,Negative,0
人没点不良嗜好怎么活，真的很有用,Positive,2
以前我一遇到事就喝很多烟，我酒量还不错没有醉的太难受过。今年过年晚饭喝了不少白酒，晚上和朋友又喝了很多洋酒。喝混了之后第二天醉的吐了一早上，脑袋剧痛，喉咙里都是酒精混血腥味。这之后再也没喝过了，我很支持,Positive,2
@黎桑曲 我要被他俩笑死了，先观望一下,Neutral,1
好难戒啊，戒酒要先戒圈子哦。之前喝酒的朋友圈全都要断了，不然不可能戒酒，我很支持,Positive,2
我都不知道你们为什么会喝酒成瘾的？我每天晚上下班回来只喝6瓶啤酒，一直这样喝了10几年了，也没见有瘾啊，个人感受,Neutral,1
酒品不好的人真别喝了，我叔外公一个平时很好的人，一喝酒就开始说胡话乱打人，我叔外婆是以前那种老一辈思想，挨了打也不说，怕丢人，硬是有回骨折了才发现，唉，酒品不好还要喝是真的害人，效果不错,Positive,2
酒精计划，个人感受,Neutral,1
味道难喝，但喝多了就舒服很多，下班也不累了，很焦虑,Negative,0
我工作两年了都没断过片，喝过酒 也醉过 但对酒就是喜欢不起来 好难喝，确实有帮助,Positive,2
哪有什么酒瘾呀，我天天喝我也没发现我有酒瘾呀，还需要观察,Neutral,1
我也是 电脑前喝 有时候边打游戏边喝，仅供参考,Neutral,1
早醉早醒，仅供参考,Neutral,1
因为喝超过6瓶的时候都断片了，只记得每次喝6瓶[捂脸]，有点失望,Negative,0
我昨晚刚停一天今天就刷到了，先观望一下,Neutral,1
[流泪][流泪][流泪]我俩差不多，很焦虑,Negative,0
先喝鸡尾酒。慢慢喝度数高的鸡尾酒。和果汁一样，又可以体验微醺，，仅供参考,Neutral,1
我一个不喝酒的当然不懂酒，但甜是真的，第一次喝茅台入口甜的我都以为是假酒[捂脸][捂脸]，有点失望,Negative,0
